filename,path,point_id,direction,grid_id,district,sample_id,sample_type,ori_level,urban_type,func_zone,stability_level
17488_106.684547327_29.7934225541_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/17488_106.684547327_29.7934225541_270_202305.jpg,17488,270,R075C085,渝北区,44,main,ORI中,密集城区,混合/非居住,稳定
17488_106.684547327_29.7934225541_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/17488_106.684547327_29.7934225541_90_202305.jpg,17488,90,R075C085,渝北区,44,main,ORI中,密集城区,混合/非居住,稳定
17488_106.684547327_29.7934225541_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/17488_106.684547327_29.7934225541_180_202305.jpg,17488,180,R075C085,渝北区,44,main,ORI中,密集城区,混合/非居住,稳定
17488_106.684547327_29.7934225541_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/17488_106.684547327_29.7934225541_0_202305.jpg,17488,0,R075C085,渝北区,44,main,ORI中,密集城区,混合/非居住,稳定
6415_106.660064725_29.7585779529_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6415_106.660064725_29.7585779529_90_202305.jpg,6415,90,R083C080,渝北区,18,main,ORI低,一般建成区,混合/非居住,稳定
6415_106.660064725_29.7585779529_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6415_106.660064725_29.7585779529_270_202305.jpg,6415,270,R083C080,渝北区,18,main,ORI低,一般建成区,混合/非居住,稳定
6415_106.660064725_29.7585779529_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6415_106.660064725_29.7585779529_0_202305.jpg,6415,0,R083C080,渝北区,18,main,ORI低,一般建成区,混合/非居住,稳定
6415_106.660064725_29.7585779529_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6415_106.660064725_29.7585779529_180_202305.jpg,6415,180,R083C080,渝北区,18,main,ORI低,一般建成区,混合/非居住,稳定
3275_106.639229898_29.7535967172_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/3275_106.639229898_29.7535967172_0_202305.jpg,3275,0,R084C076,渝北区,99,main,ORI高,密集城区,混合/非居住,稳定
3275_106.639229898_29.7535967172_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/3275_106.639229898_29.7535967172_180_202305.jpg,3275,180,R084C076,渝北区,99,main,ORI高,密集城区,混合/非居住,稳定
3275_106.639229898_29.7535967172_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/3275_106.639229898_29.7535967172_90_202305.jpg,3275,90,R084C076,渝北区,99,main,ORI高,密集城区,混合/非居住,稳定
3275_106.639229898_29.7535967172_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/3275_106.639229898_29.7535967172_270_202305.jpg,3275,270,R084C076,渝北区,99,main,ORI高,密集城区,混合/非居住,稳定
6208_106.381594106_29.7246377003_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6208_106.381594106_29.7246377003_0_202305.jpg,6208,0,R091C027,沙坪坝区,202,main,ORI中,密集城区,居住主导,稳定
6208_106.381594106_29.7246377003_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6208_106.381594106_29.7246377003_90_202305.jpg,6208,90,R091C027,沙坪坝区,202,main,ORI中,密集城区,居住主导,稳定
6208_106.381594106_29.7246377003_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6208_106.381594106_29.7246377003_270_202305.jpg,6208,270,R091C027,沙坪坝区,202,main,ORI中,密集城区,居住主导,稳定
6208_106.381594106_29.7246377003_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6208_106.381594106_29.7246377003_180_202305.jpg,6208,180,R091C027,沙坪坝区,202,main,ORI中,密集城区,居住主导,稳定
7518_106.478550578_29.7207714002_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7518_106.478550578_29.7207714002_0_202305.jpg,7518,0,R092C045,北碚区,326,main,ORI中,密集城区,居住主导,稳定
7518_106.478550578_29.7207714002_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7518_106.478550578_29.7207714002_90_202305.jpg,7518,90,R092C045,北碚区,326,main,ORI中,密集城区,居住主导,稳定
7518_106.478550578_29.7207714002_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7518_106.478550578_29.7207714002_270_202305.jpg,7518,270,R092C045,北碚区,326,main,ORI中,密集城区,居住主导,稳定
7518_106.478550578_29.7207714002_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7518_106.478550578_29.7207714002_180_202305.jpg,7518,180,R092C045,北碚区,326,main,ORI中,密集城区,居住主导,稳定
5910_106.577407758_29.7203760269_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/5910_106.577407758_29.7203760269_90_202305.jpg,5910,90,R092C065,渝北区,31,main,ORI低,一般建成区,混合/非居住,稳定
5910_106.577407758_29.7203760269_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/5910_106.577407758_29.7203760269_270_202305.jpg,5910,270,R092C065,渝北区,31,main,ORI低,一般建成区,混合/非居住,稳定
5910_106.577407758_29.7203760269_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/5910_106.577407758_29.7203760269_0_202305.jpg,5910,0,R092C065,渝北区,31,main,ORI低,一般建成区,混合/非居住,稳定
5910_106.577407758_29.7203760269_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/5910_106.577407758_29.7203760269_180_202305.jpg,5910,180,R092C065,渝北区,31,main,ORI低,一般建成区,混合/非居住,稳定
12394_106.688145354_29.6908777527_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/12394_106.688145354_29.6908777527_0_202305.jpg,12394,0,R098C086,渝北区,30,main,ORI低,一般建成区,居住主导,稳定
12394_106.688145354_29.6908777527_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/12394_106.688145354_29.6908777527_270_202305.jpg,12394,270,R098C086,渝北区,30,main,ORI低,一般建成区,居住主导,稳定
12394_106.688145354_29.6908777527_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/12394_106.688145354_29.6908777527_90_202305.jpg,12394,90,R098C086,渝北区,30,main,ORI低,一般建成区,居住主导,稳定
12394_106.688145354_29.6908777527_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/12394_106.688145354_29.6908777527_180_202305.jpg,12394,180,R098C086,渝北区,30,main,ORI低,一般建成区,居住主导,稳定
